service_id,service_name,service_desc,service_price,service_code,fk_service_paper,service_date,fk_service_fonts
1340,NZ267,ONYKDP]]H^RG[HCXUA_I^VOEVNRXCGYLBSUPYEWLTOYM\GLLCOQTDY^DVBX[_NDGRABEKH[B_RI]Y\M[GLH[[VXXLSFDSHULPA]FAQ\YFJE\HLBXMY][_BXZZSPQ\F,606,#2005004,2049,2/16/2006,601
1341,LB1904,RVPW_OUR_BYKBY_ZSGNC_GX\WJVSNB^QXUWKLTT[Z][JO]]ZNNNP^VW_TDEFFCYFKRKEY_O_CVJ\Z]NF]XESUEPNZJE^_VU_]LUUQKYRIWYVOCQ\IQFFQBMURBH_HD,651,#2005005,268,2/17/2006,2732
1342,ZK188,D_GNGG]IUZNNVXDZGLKTUOKCFHDGMLJPXJLKL^VZ^A_YHRN_ZZ\AN\GPGGA[_\EKHJXC]]DMGAJRQKHJ^O_OPXYZQJ[_XTTUIZQ]DOR[DX^GRRLYCWRITGV_VHZFMH,805,#2005006,1242,2/18/2006,1246
1343,YZ152,]TFEOJSOTRQQAZMFEPTDTEULCZDGU]CD]^GS]DRZDFGWYVBT[CBKAEBDDMEVRXJDBM[MHYTDOTNX]FWPASRHMLCIEWFKDM[ZJSEKHSULPP\AEV]GPOXYKLGSTDC\NY,371,#2005007,3921,2/19/2006,685
1344,HS1803,U_[ZNZOX[XYUC[VPXUHCMHSYRB\XVNJICJ[ENJX]LE]^LQBTLCZ\LOT_XGYDZKFWO^JLGJVJW\BADYJQFKVYTGRMX_AMZRKR\AIG]OZYMHLFE[^\EIWWXI[FLXWEZG,941,#2005008,410,2/20/2006,1319
1345,PM1212,[JOX_UELZAK\Z_NLVPAGCI\P[[KOFAMBWQIWFYKKNOTIB_UU_LEBBKATCYZNAARI_HKLBX[GBHIEVP\VVINVK_Y^MFGCB\ST[TXFLO^O_JLLUXEH]HNAMX\CGSRCOL,903,#2005009,1917,2/21/2006,1499
1346,FC555,FYCDTXMBT]BP[XJPUN]SD_SSUWUHNOU[VOCGEZKIQFOOZJOENGSQ_JUCGNIWPNDPOOEEUJ\QN^PYHS[PKOJNTDJXJ[CAUV]AUWS^GG]VWYJIOJQAFFBJ^UZWPJFIMM,647,#2005010,207,2/22/2006,387
1347,HI1341,WMJJ\MRIDD]]QBHN]OYMSY_LPMYELUGCT[UQNM]^H[J\NDIDNG]KLPMY]CK\TSLIT^EO]B[GO_[WN_BD\W]ZFUT_PFVQFTDTX[AG[W]NLO[FEDOLZZAPHMQ_ZPQ_WR,568,#2005011,611,2/23/2006,3885
1348,DD584,HCSBJIVAPNXKSTNPRVDB[W_PNIEGKRGKEHRTSZGGDK]MBXDS[WW_XQNP^BCMAAZMQB^[YSNWB^YQPLUVTZHS_AWUPPEBQVUT[OYDCXATWLELYUJRBQQB][PCIYVRMW,619,#2005012,3892,2/24/2006,233
1349,O^1077,GNFQGCQHIME[FHIE^Q^NB]QJZ_ZKBHBTTJ_FHZVIUT]SFDQGVNTFSJBATVMTJQ^R_NDQ_SBUVHWMBAURLNSSXNICTNFQJ]RAIDJROE_ACH[EHXCFF]CUC^PFBB_CMM,819,#2005013,642,2/25/2006,440
1350,LS1503,E\JIGLGEG\D_ZPGJI]HMEZAUJDUENM]KMQMGUV_EWCEIJXOKVJM\GFMTEUZ_IHPVOSVPAVXSFTC^WHZHEXFS\CJWT][TUN[UADFRW]PIH^GNFEN[EZTFF\HSJ_MCQX,661,#2005014,1325,2/26/2006,953
1351,MD204,\FHI\N[_C[WBKAFO^Q[FGRK[IFLDEAOLW^MFNU[VM]AL[T\BU[MI^IDV\_DCVUA[G_RMSIW^EPKNI[PBCMKDK\GXNVYOJ_UAWVEAJEHTZVPRHKD^URICM_GEX^Q[JH,476,#2005015,3766,2/27/2006,143
1352,_Q1060,XWD[_EPKRSYETZQEHSBAPWKPXVEY^W^[TRURCGML[JN]GWUH[IYVBXWP_OFWDLOGMZEQB]CPYGPHA\MQN\ZAKASMHOZ]HNXQPDA^TZFQSHPMTB]HCB^XKG^FERI_L_,392,#2005016,3398,2/28/2006,995
1353,[R1838,KVN[ZTE^^KPHPH\HYYJGGY]IYFX_FKKG_RJMWKHLJT]JEVS^QDVOEQ]]ND^YYFNONUTLLIPUM]YBFKAT[YHP_GHITQALGZL^EVCQIGDK]\XQ_ZRMRWQNCLIMGTCSJ_,793,#2005017,2533,3/1/2006,1581
1354,TS681,RJAARLAYEK_H_NYFOHBKIOA\Y\H^MCB]BGVR\OXPVWMHPX^HUQ^LSGXZRZD\MOGZKO__KIS[B\WOPDGIVLEHUCNBOG^VT_KU]V^O[IEF^VWPTDZEHNCPGBJG^S_CHG,701,#2005018,1356,3/2/2006,1562
1355,G]284,QJY]^ZBO]Q_J[ARWVZRYRSBPKVGDJLITCBLSYKPUW\_QBDRL_H_ZBPI[HIGMQ[PW]TAMYUX_^AHITPYNJJXAZIBDSUXA^_AGDNIU^M[SL[PZV\POOFWSUTUBL[L^R[,540,#2005019,3489,3/3/2006,1026
1356,JO751,JKKZTTCTOEDPIEINYAUHHORK\AWETEJAN[[OPA_POHPQOF[[CS^XVQXTHSNPJOGMACGWC\ABQD_SWE\GXPGJ\YJGNEYZYVVDXTG_\VMYPJNMGUGSLV[BHEV\XNDUIP,537,#2005020,1272,3/4/2006,987
1357,[F368,PUPMDSF^\PITISHYOTPBERBHC\K]\[LLCOZ[WVUEJRVQOHIGDPJOBGVVCYHZHOSYYF]HO^HOXODIAJ_XVRS]_OCSUJDXES]QRLTZBO[HDWSKIPYJOVU^]\LXQJ]L_Z,382,#2005021,2854,3/5/2006,152
1358,DU997,PGKCZXFNSOUC]UKE_TBQMGJI_UV^BESA\^\]T^USIYYGH^[Z]LUT_HYXAKHPQROH^AK^OV_[QXNKDPAOGOWUOYO^AC\YTVO_][WSPTKV\L]A[_G^IVHB^DYV]LUKJM,665,#2005022,3578,3/6/2006,1564
1359,AW810,LD\WM\[ZLQ[OMVY_YXJLDNOLYUJW[UZWLS_QMM_NLCKJFJ_]XLU_DATS[VFS_RFKU]CY[URZSNLMNWROUCABIUZWP_NZ\\HDVS_MGKYDJAV^JDZZ^DZEBZ_F\ONLDK,751,#2005023,636,3/7/2006,2220
1360,[I1281,JKH_JFIWOW_YCT[P^CQIHG[VYYVZ\L[O_OJWDVQPJUMLFMBC^WRXZKKHNIYTENUEOBWZ_ICKBBNLR[ZM\QBPDS[_DVUKZJGALNPFFFDA_ZQSO^[^^MPTRSALAN^H_S,385,#2005024,2018,3/8/2006,3903
1361,\O30,[VPUQZXYKNR]E^\QVDXV_H]XJWAAHJQJ^UNKQ[SNC]YNTH_T_J\MAWRQ^TUN_CBOPOWQBP_DQKNUYLZ[EMT^KHNEUX[MSV[RIL^DE^ZJJGLS\G\KPIDQDAWUKT[Y^J,705,#2005025,3384,3/9/2006,339
1362,^]1249,PVUVEJ^UR^HPRKZ^KHAN]NUINDMNQMFCE]_]YHPNISVORNVXSLET_W_ARTF^]JTACAGTOHYPGRSOTDJ[TO[AVSFNDMUXIOI\QB[EKGWFHCCG\XRJUK_VTADY\CLM^Q,709,#2005026,165,3/10/2006,2569
1363,EI737,DTYOZUVKWCAMTJTVMFCPZIRSD[OKAYUSIMI]B]KPE][CY]BIYDXV]_KPIFR\E\\EWF^KKP\D[EK^APHMEFDNKDT_TQDYGNUJPUEYXUG]LDARVLRHRPATYRUHN_EOBU,698,#2005027,394,3/11/2006,2009
1364,^V256,NB^KGSHRWLKPVNBHDV_ZKZ^SXSJFBGX^V_NQVSOYKCNNJP[\CJNIYZX[FXXLOUNMSYL][^ZWE[RJJK]FIVYTDEHTFLOTI[XQ]CJ[N_HLMTIGHS_K_ZDBBT[JTWZTZL,926,#2005028,2329,3/12/2006,663
1365,KB1390,V^\HCXOARGHMLTUOCU]IQ_\KVNLOYBSLAFJH]AIAVWEYRB]^O_C]WH\DKXZWZO]\J]IFUV^[K^BNKTXBHSHWIAKQ_KNLRHUWA^TFIMXHOFZSU[[XAYT^Y^NLX\QCGN,916,#2005029,2216,3/13/2006,1380
1366,RX1365,YM_HVJMVNJAUEBPUAWIMITUR\HIJQT]WRJDMQOE[IUOJOR^AQAWINCXGUA[OK_QI[TP[A^DHG^WNNM__ZTC\CXXBCOOQODF^Y\V^VXGHOJYHKLTP^NR\IKUUNNUCU[,639,#2005030,3639,3/14/2006,2502
1367,V^214,CDBKVNF^CC^^XEVQUUJLDFUBBEXKITKN_TLFORJDSVPOVC[Z_RMWDF[CZGIUWUAY]LGXL]]C[^DPG^CCVS]PPKCFYV^OZM_Y\ZAD_RZMWBJBZI[NEXCBMODK\T^OYB,761,#2005031,3076,3/15/2006,3591
1368,BH1563,PRC^MKNFLYOFBVRK^GTIBZWDIOUQUE_EQJVJQJIEPWQSCVCJG^CDUFOYN[F_Q\QHU_\NIVEVVMB[[MPMBIB[PH]EL_DVZYTVHZDQ^XF^LLZ]XVOLJUIBTSIGJDK\E[,402,#2005032,1719,3/16/2006,1069
1369,TK652,QHXFU^G[WYWPJWAEVPIKYGNY^PH_IFRUZGV\XKU\HXHXB^MLGOITVFSB_WFJ]JYKL_]PYHR_KAV^E^GZ]KDJJWOS]X^CBWL]IUE^UIZFH__FSZZN\_J\PMQAC[XXGV,329,#2005033,996,3/17/2006,2840
1370,]O715,G]UOG[VTYH_VLI\XWSERYC]MVK]]TEFF]AZMS]UMWEGFHDOVZGA[LFSSNBPCMZ\[VPXYXWV[YD\WLUDXX[RRYF]KDE]KPAXSVCLEGA]QI^OGPTYVHCQ_^TANJZH\EE,476,#2005034,1057,3/18/2006,1717
1371,XM1757,ED\ODS[SR^IOCWGANSV\ZLMJDX^\XQAQBKBLUTHNIUAFN_TYUNKOPQTT]QWMXNSEGA[ANJ_\XYCC]UZYQMBGK]X__XKDU\OURPNXPIOACYSDG_ARI]^BW[UGDG[LIM,328,#2005035,2498,3/19/2006,223
1372,VN217,MR_TWACRPMP]QU\KXLGHZ_DBTF]\XI[HLVL[SOYKHODI]K[LELT_\]LQYNMDCIBSGQYISGROUKZWUVRAFJ_GL_RRBRH]DU]EWK[LHWBXHYPIMXZ_\GIQHZU^[LSPAX,360,#2005036,3857,3/20/2006,3428
1373,]C919,]^BG^EVLX_XBQQETY_JOY^ANTYRSNXCRK\LCLAQGFEUSVFXAMOWXDRTQLH\C\\HXX[MMRW]VJLWRJCGDRPSCK\I\^S^MHTMPJXI[CYMIKE]FN_HNHR^OW[LBV_GPAC,348,#2005037,717,3/21/2006,2310
1374,UC791,EFHM]^\X_OV^LQIBPQEU\DFCSKAQZ\FCUGC_\PGVUOTOM]OL]XY\OW\_ZBHTNNLN]TXAC[YTQ^]MNIV[DYCNYCUNGFPHUUNVI^F^\VVXMEKXYXDLPFWBU]XPUIXAXR,792,#2005038,2167,3/22/2006,2499
1375,Z[1281,SLGJZLUCVPPRLW[LXA\\RWIEGL_BU]KHDTD[OYY^MJ^Q[RYPEOC]TUW\XSATY]BPLOYPDDRMH]_RJSWXS[LWQERL\R[XVGZTOTBADS]KSZA__EUXMOGQRRXUD^SJU_,559,#2005039,765,3/23/2006,1393
1376,NM308,CZSIAPNCCGVZD\SN^Z]DUN]XSC\JQFM^Z_TCSNM[Y]KJAAPFVG\GYG^CAJC^P[_OBWI^VBIFSCAQ[OTGKB_VN^[VXTZPWDQ_XCHVZWKQOQX_C\CXFI_YXJT^VZBPBG,651,#2005040,1600,3/24/2006,1500
1377,ZJ1740,DRJPR[ZSIPVLFVVB]EI[\TLPE^GKGNL[[U\KGQXUCVFXTB^DDK^JENHVJQCAVDGLPKDIJ[SD_LBEHBGD]Q_KLLXMXQHDYRIB\\[PRDDWMGJN]OWYKNASN]XQKOBLOL,639,#2005041,3832,3/25/2006,2493
1378,DT928,DLHMFNWR[RUKCFTRPVXRVWHXVY\\LEZ\HGAEB^[[MW\XLPUFSDC[^FIAEPZRQ]MWLTRLY^C\]F[KWSNFWFF]IJ^WYCMFFYTYUDMPDGZYCECKQA[]SL^WUMWRTI]PF],846,#2005042,40,3/26/2006,2046
1379,EX1815,NFZRTUHK\R]\XAIPA\UKYLA]AHPUG]FFUR[]^]DC_MZMKJJP^WFQU_AEKN[IBRRCIMF_NH\GO]WOYF\W]AFDAJEQWJLGUJYHGSF[VJWGF_NVZVYNNU^X[BDAFOO\BU,590,#2005043,2931,3/27/2006,992
1380,OV999,U^N]UVIVTQPLRO]IM_SO\ANGV^_D^[GHJJZJCPEMQBD^CQVGJKYVVYCYEU\ZLT]GXAQBRDLUSVZEFSAKRSUOMQX^BUWCTRGQPRZSA[FWOWEYB]ZHFUWYRW_NBMSNVH,709,#2005044,1666,3/28/2006,3122
1381,CW1387,KEGOM]L]GECEQQJU[TP^AQGUCCKTOWSKCFSUR^PMXZHVFRVIQ^GQPI_UEPHVFCPEUB[Y[BDLYHBHLS\_[OLWLN\GZ_SVB_VICO_^Z^PKPMJR]BD_ENXSNTCHUVWWYF,624,#2005045,2137,3/29/2006,3782
1382,RL1356,QEDZDIDYFZO_MJQONENRXI]\KP\Q]RY[VV\NURUC[XTSBSXJJ[GHXUUCK[__PA[NKPAGFNJ][MGB\Q_BQB]ON_FP[UUXDZTJAAGEYGKWXRCH]MEAFZDGAWDNN\[FV\,753,#2005046,631,3/30/2006,687
1383,JL669,C\P]L__UQMM^AILMPJPQ[ZXUCA_VWZMYJHKCPQCY_PEZVZXMG^U\YYMHRHNEGPYIZVD_XHJHKP^VFPOMW\VMICMQ]OSARJD[R]ZMQBEQULTL_JYVACW^RAMABLDG_M,608,#2005047,1627,3/31/2006,3550
1384,K[1844,F[VWYOKHXUGTDRFU]TTZFZGKXPDDKPQSI^\AILDUSAHR]^Z[\\HNKBXYEFJYERKOT\LXGQBARCA\LIXKVWMID\[]UQDSZYJY_S^[JAN^]FBZLLDFP\S\HRAQHQRD[\,976,#2005048,18,4/1/2006,3920
1385,QS1666,RFIMTVAHCYRK_RF[XUCWIBDAARFTNU_GGOPOJIFRR[PAABS_SP]\ZII_WBQZRS^_B^HDR[XRHNQRDGPRGCTDQS_UXU]AJ]U^\ERGFMHGFFCFRHYRG^XBBMMCXJFJOD,920,#2005049,3721,4/2/2006,3803
1386,PF1159,CPDNHSN\IX]NGYOGMPRAACERMPSLUKEEKUVHDMSIUFWHONTU\YEUT]QHAJX_NXR\KVJXCRADF^QY[P[F\ZTZL]JNO_JRDMVEOK_\OD\QR_CO[]ZDRLKYWDKEJKKFVD,342,#2005050,1138,4/3/2006,1000
1387,]C1130,CTDPS\LXMFEBU]SK]GURWWAAHP[F^KN_GVPFYMX_W^VXP[V^WX^IENOD]]AILRLWX^ASNPCQWK[FLOUA_ESUUMM]YACECO]DBKHPVGMJ_RYCI\PMANDHHH^Y[W\MC^,590,#2005051,885,4/4/2006,2578
1388,TN385,BORGSEMV_YJLCDUPOLAIAYEIJM\SR_HU[TKJOMRTWQ[HGXVIXRRMMKKV]HJMU]BMZCFEX_[PLIUX^BMPASJ]_CGG[XNXTILYFEM_R[BHCWC\YVMUX\_FQT[RAZNFOA,447,#2005052,2922,4/5/2006,2851
1389,TK1639,REYLSWMQ[]VJ]B[EH^YYVE^SRDPZSDBL^LKCHPPVQRQHYQZGTIPVZQXZDMCSKERQGIIE\TAIT[]N_I_YZ\PD]CFALMH]GJBERUNFSXOJOV\]JQAGWS]\_GW[HWEMKR,696,#2005053,946,4/6/2006,2055
1390,BF362,PUDLWOFPFQ_UHVK_J[ZOXAJWOTGLSXVXQK^HY]CAUYCZB_[INKVLC^OKCE\^NLS\DW[WTAWE[]JTEPW\O[^\LMCVY\]H_ZMHU[OCV[\IST^O\MXHPHKQLA[AD\URJW,345,#2005054,680,4/7/2006,2143
1391,WO1554,RHKSE[[WYSNOTDVXU^FGJNSV_Y^QRGB^XKOFPV_LZRGQXXHFOH\]\YSATZKKKLBAOKEC\AWYGEUPRWJDSOFFJ[_V_ULEDL[WBSHDWXI\\FSGCUURWG[NXVGWLL^ESG,686,#2005055,3036,4/8/2006,826
1392,B^922,_]NHQCBG[VBYUO_CBC\W]HKDFVRKPKRIVDRNBB^FD]RPJSI[FVWKZGYKJFQTU\HKJJZ[ULETIFKD\MQ\KLGSEJNCIZFKYUIIQWUOZYV]JZGRLT_SD\NYW]GBK]JQ]J,569,#2005056,2794,4/9/2006,3342
1393,IF581,YCFQIXB_YOEBPTHTE]DRL[QUCJR[]E^QC^[OSW\GNWLMCGLBJHZRETULBTGXOYG\U\RUOUX^_^][]S]^N_RKJVOTGILSZWFP]IVF^FWDYNFXVKHSCQ[FRAHJIPMX\X,357,#2005057,1765,4/10/2006,3422
1394,_M1544,Q\Z[XAQTCZHKBLC^\WJAZC__DQ^IJL_IQLZPCGT\BXBBURNV]CNQ[RZ\GKNBPJ\F\T_USCYW[MZGFYZL_IETDRCSE\IKN]U[LPKTJNENGW_PFGKLOHJWUNYIGUTWGE,919,#2005058,3905,4/11/2006,295
1395,_A1066,HNBUGGL]H_LROSIGDBXP[HRLDGVZWIH\N_ORQHMPF^VLRZIHQJA_GWC[]_DSUJANT_QWLW\ZCYIU[\RJZCQ[J_GLQHYFRY_YOJZ^KIELO[XQOLMISJDJ_KKTVKAZRO,657,#2005059,3988,4/12/2006,1261
1396,^M1990,I[PD]_IVHYOMNI]B_WHFRSOZGPKELECHRUD^BTPC][ONROY]TML^ZZDCLUECE^JWIBARK]I_]]FCLLSDGX^QFWHXA^TJXZCOZD\AAY\AP[KKYFLAU]\LZYGIKE_OSA,893,#2005060,99,4/13/2006,638
1397,RE17,[JKY]CMOKFU\\AHAUMG^U]_H\FMMGWERZWJSSQBMP]ZIMBR^LCYDG]Z]SDJ]ESGMRYVDGXPW\O[WTMRUHUHQSPXGF]HTRWMLFNZBDKRRSDAX]DFWNF[JQEE\H[QO^Y,392,#2005061,599,4/14/2006,2427
1398,GG844,I^RMO[UUOFIIXNNREJOPA\CWX]ISHJZ[RVILD^EAZ\XNCWFTAYFMZJ^CCQ\G^PYABY_XM^QWAZ^VEDRNWJRSH^QEMGWYQDX_ALA_VJ\IL]T]TWJYUQVQBLHZOCQRDE,615,#2005062,3124,4/15/2006,2393
1399,XS806,WOM[EXDJCGVJFPKZNRL[UHQ]TXR]VXTXYOBOMVNUFP\EWXPLCXXACSHRCVPY^AUDU^\LO_SRZ_HUUZZQC_XVQYQYAMOWFM]FCF\BMBFYTENTYEWEGAV[BKMQ[^NXW_,365,#2005063,2835,4/16/2006,3218
1400,[F1303,LBMQXSULSUTJWGCJBDFJY]DETQPIA^_RV]YKHHFKODCOZMYTAXPHPNALG^^_KGYDZDICJPDJID[DM[\XVB]OWRUXSKHEXKXKKXY_SMYUR_DHQFSS[QGNFMASDNLNOS,490,#2005064,3715,4/17/2006,2872
1401,PT1974,EHLPCXCECESVPWM\P_QAFFRL[XFIHGFQ_UWB]FMFEXF\\ZEMADRYXUOM^QDARKGTQ^MUY_[LDZQ]U[IG]Y\DUN[UTT_FAC_FUFRGKCX\Q\NVBTHUJG\YH\AYBS\B\I,940,#2005065,1144,4/18/2006,1097
1402,WO1036,IABBBV[XJVPQIIQGSSNDQM\LQYHAIGTM^[A_ICWF\KU]]GAM^TRVGNT[_[DVMRVBJH_RDONEIHBUQA[]TOUHJJPV[NGJIYKJKLSG^AA__YZX^TREBNDSMUWCGKH^AB,879,#2005066,823,4/19/2006,1447
1403,RE1999,VSUIXZVOAENJYE]A_JTIGMVNWTUDV^KFJCNBF_EBA^_UINKL\ZPNMIB_TRURR[HQVBQEKFFYCR^YOADHQT]C\[_QOYYAPUV\USPTQY_GOURYKPSCYDKR]N\RXBGXCX,816,#2005067,3223,4/20/2006,1406
1404,[[165,XJYWSCPKENK_LGEOMZNG\]SWFVJCVIGQVAE\WTGNUOPNBGGQVB]JET_XY]CFFB_STHEUUMO^UOVWKXFRNB^[OJCMEIOK\_AFRQJQWEUDPW^S^QJY[B\ENGR\ETUJKC,950,#2005068,3009,4/21/2006,3953
1405,VB210,ER]UDAAMZJPODKMLSOWAJGDXKDHW_D]_LGCU\HFLDZCCFVTCPDRTONBHSHZUFLPN]JQEDDLOVHYPLBEWPK[EBZQG[P\MEYBSEPOOSRPVKRKW^[UEPQGWK]CZUEYYHU,524,#2005069,3337,4/22/2006,3411
1406,DO388,OWFAMZD^UR^MXO\HYUB_PU]_JJMS^GW]ZAYQI\ZHB\PTYO\UGXLPIKTJUX[QHXKOHHVHSVVGG\ECD_PM\ATI\\^OSSL^I]D\TYWJTXGWS^F]KW\WOZVIRC[Z^]NVLR,691,#2005070,1265,4/23/2006,166
1407,J]13,RSIRPLTMLBO]DV[CLQPAEGTXESF_OZJ\QXYWLKV^CHV]OHDSSBJQQFJ\QVXM_HTTLH_MHK]KS\^R^CIQLXAMVV^RP]D]ZGJMVFRGZ^ZI[YHIBUAQKQ\NA\ULUSX^HO,722,#2005071,1481,4/24/2006,770
1408,EM1935,D_ADJEUFVM^VCBMWKFKBHYCWMUKKY\BUJCHJND_ZZITY\TCDYC]][EWJOJ_J_^WZ]\VNHOI]CHX]]ZQC^DJJT[V_CS]JHN\W]LMIFDVG]VKLNCUC\PVPSNW]TZKXIC,722,#2005072,2929,4/25/2006,2787
1409,AR585,^TC_TWWPP\MPE_SPGXTQ^\TGGYYNQROWSHWOQQTIREPWXSSNQORXYI^TFWZNIHDNDBXEATBSIVOQ_VWP^X^QXVW]WFFTF]SZ]BSVBVWVR^MDTQK[]BZSXLDLSM^XSV,701,#2005073,271,4/26/2006,3097
1410,KD114,WSLFFIQ\YZNJUZTTUMDSMLSZ\JTCIYBTOHHZ[XRQKUSOEUNUFOMIRYTUFFLN^QKH]PJOTIXOU]NWRSAHRK]WSTXL^FWQZXCDJFBU[TEMVMRU[UGTWD^\OUUZMW]AH\,799,#2005074,1119,4/27/2006,2524
1411,UC878,GRUZJSEK]DV^NKFHGBGISMKGQZBNHSK_X^BAQ^[FXWXB\AVJTF\W]HMSY[GMZ[DJCAIJPHJLF_UCZ\[GLDQMEOLLMF[BKQAKU[QRJUXG\YORMKBJEVG_G^XV[XRZLW,721,#2005075,1757,4/28/2006,3445
1412,QP504,^S^FMQV\P[VYLA__BERMGMMHMVGGJUNR]FGHDJXDTENLYCRFQRIS[H^]WJSBWIVRBZORZSASBK^ETQIN[DAE_WQ]LYN\BAYL_VZT]\_VPLJD\JEGBKE[[KFK]SJOUB,495,#2005076,2776,4/29/2006,3557
1413,JQ1938,FF[_YLSQR[R\^KMVRI\QESBQPERHSLGVUZGUCPMNK\]MREGRRDL[_YGIYLIBUMDIVU_AFAUQAHLPDO_Q_UNXORFT^UVASVZ\W\ZNMPZVH[EKULKUNPV\UMG^MLTYPM,973,#2005077,1856,4/30/2006,3837
1414,\E1100,EF_T[LGWYSQKNARK\\SK]KDE]RTKHVUXYGXN_AJOVMY^SUM_S]PYEELE^GJEYUDFHTQPRJUCTPS[TS^PTJAKCRJZ]URVC\[PKQXUJWF]ZGLZZAS[VNIB]BITKGVZHP,396,#2005078,2704,5/1/2006,3536
1415,HL812,Y[AQPK_ELZSFRUTBRAMFWCBF[TII]X\GF^R]]RFM\S[]ZCIY_IO\MHQAMWOA[_LN[ZY_[\WDZ\LVBPOUEWWTZCT[FYAKETD_[YKBRJ\X^MGD[ID[JWEFRRKWNSRRMF,581,#2005079,1016,5/2/2006,3077
1416,AO476,XBXXCNBUHW\JGWDNIABTHNZ^NOPW_NICEY^W]HVFUUQX[G_DAKERU[UWSWWYMHOBAYDYJ^TR\XRTXDE]ZBTXGBHHGEM\KGGJUIOMHUIBRXYTXBYT^PDQGFS[XEA_U[,619,#2005080,543,5/3/2006,390
1417,HA1656,KD]L_ASMKKMX]^SZXII[YDVCHNXU\LW__UWH\K\MBLPYUEPSZATMI]UGL[RIHRFHYSHR\TODU]VGVJXX^UIDEKSFQQXAQNUYRJM\DEZFZ_^OXRSHBDAT^EJNO^IVMY,422,#2005081,3482,5/4/2006,2707
1418,OY1645,ZMG_YBQKKIK\PN^YA]IPMBPEZDLNUC_L_KJ][A^TYNS[NPKRKAW[DEG]V]^[FBWWYUEISCZAG]XTUKF]]]WSTWGBVQNGNONDOM^[K[V]TQATRKVSLMQV^YFOLEPBXA,968,#2005082,908,5/5/2006,624
1419,SY598,_MV[RUCOIEKZH[CSOA_EQP]BZXJICWSPLICP]YZ[RA]OIX\C_H]FEFPAAGK[LW\^NDVPOEWWDPTMXCUOGTRXPRQF]MMODPGD^BVMAXP__CQ]WTWR^TUFO[WWPX]_XZ,498,#2005083,2940,5/6/2006,119
1420,IZ1316,BBYLNXG\Z\JPWUZLSXAJQOUSXOJZJDBS^X\I\DQKW]_SELYFWGJTWVA_CR[BBKGR^NMD]HWUKRIS^\RFWOB^TVM_XIABRVS]IBZCVYXM^CXJE[AZLRSVVHOQTXJDWY,918,#2005084,3109,5/7/2006,2635
1421,XV525,SII_T^TWCRRR_U]RZX_QJRLH\VXL^EWCNCLG\S\XBZHVIFZ[ANMSPKAFEUDX^BMNNWRZEMEKJKVNFXKZVE]CQGECAK][HR^XGMKEAMJEGSW]EGYF\PM\ERQTYRQRZW,685,#2005085,3419,5/8/2006,1454
1422,XU213,WK^LBRSWJF[X]J]GQW\CIDQ_SHASPQ]JPVMY]TOM]SPMVLBFMUEV\RITKK]XYVT]LUBMGPI_W^OXNNPGZEENU\QEQC\[OQUDIZMTRKD\_CSGWFPAPYNNQLSHEF[VLA,506,#2005086,3934,5/9/2006,3262
1423,KI1393,RMKWCNQZ_Y[H_TXZCL]\DQTKI\ZARDHE_ESARUY]GVB]EIQ\NZHVBCKEUGU[UB\_OZXVKBNMROHZEFRCHNWWBVVQO_QQYXP]ULDW[G]FTSPSKPR]OUJIIXD\X]GMZL,858,#2005087,2711,5/10/2006,3914
1424,BY1029,CGEQT_JXF]RRBLO_CJIDIQNZLQNDZVYIES]X_BK]VZKVJTRQNMF_\SGTUVFSVA^WSWEXBMJUH\]\UNAUQFAXXLCPUMU\HKTTDTP]WWJZ]YH]_DCUKQXRNJQ_AZSHIO,849,#2005088,1338,5/11/2006,3471
1425,UH1786,DGYHP^DDEVJCVHSYBQJHMRX^T]GMP^HFM]QZMJWU[UMCMQNIIDGRIGJM^JHICZMYJSMG\[M_UZ\C[TTL_EK^PJ^VZAFVWMTEG^PJJPSTKV]PMU^BQTWOIPSKKJT]X[,485,#2005089,686,5/12/2006,825
1426,DC352,EZCYVD]DPIPG^^WPSQD^JKSZRZBNT]XXRCOEG[KEKMWFN]_POXC_[]FWTERR[^\GVQQKHQH\HVZOXJL]N[MCMQS^_IN\MNAM[IVOIRSPPTRKJOPCYDGE\M^U[]OQLK,686,#2005090,845,5/13/2006,3645
1427,HX1963,RGFG^_N[LOSCZ^\F[JU[PNZLH_S_WPUVIK]ASSCBIJP\QFNUKLJA\HAUH[CA^QA]UCPKXYSQQEXLZAFC\K\XJMUKECPULZ[LGCLI\C^RHEFP\YGBESSUVZ^_HE[_B\,527,#2005091,1254,5/14/2006,3119
1428,\Y1764,]BHAHYZK]R][D\S\WZDS__I]EUZKAB\L[D\YYFJJRG]^M\AOUYJBFAJDF[URD\RLZMMWRKTKLPIXFHHOCYARBJPIXTO^QHXNBFXGOSEXD]PZ]DYKVNPDGGBWGZYQNZ,927,#2005092,2092,5/15/2006,1676
1429,_]1159,IOA^[]ZJBVWHOOLPNHBZ[[MIFPPMIGFV\L]\HZDI[XFIY_Z_UTVYA[MKJMGU\^WZMELNDPVPG[ZLBN[A\VOQT[[S[P\NOKHLOLJO]A^JAFMALLFEUFXBBSVYYGITRI,813,#2005093,3631,5/16/2006,1445
